location,url,zillow_value,one_year_change,one_year_forcast,market_temperature,price_sqft,median_listing_price,median_sale_price,avg-days_on_market,negative_equity,delinquency,rent_list_price,rent_sqft
san-francisco-ca,https://www.zillow.com/san-francisco-ca/home-values/,1447191,3.0,-0.8,cool,1108,1310500,1364300,,0.026,0.002,4500,4.37
